Site,Ecosystem,Emirate,plot,depth (cm),section length (cm),total core length (cm), % loss on ignition (LOI), % total carbon (TC),% inorganic carbon (IC),% organic carbon (OC),% nitrogen (N),proportion TC,proportion IC,proportion OC,proportion N,dry bulk density (g/cm3),TC density (g/cm3),IC density (g/cm3),OC density (g/cm3),TC (g/cm2),IC (g/cm2),OC (g/cm2),TC (g/m2),IC    (g/m2),OC (g/m2),TC (Mg/ha),IC  (Mg/ha),OC (Mg/ha),notes,,
Bu Tinah Janoub,mangrove,Abu Dhabi,4,0-5,5,8,20.986,15.04,6.16,8.87,0.609,0.150,0.062,0.089,0.00609,0.467,0.070,0.029,0.041,0.351,0.144,0.207,3508.8,1438.0,2070.8,35.09,14.38,20.71,,,
Bu Tinah Janoub,mangrove,Abu Dhabi,4,5-15,10,,5.971,12.05,10.39,1.66,0.115,0.120,0.104,0.017,0.00115,1.141,0.137,0.119,0.019,1.374,1.185,0.189,13743.5,11852.1,1891.4,137.43,118.52,18.91,,,
Bu Tinah Janoub,mangrove,Abu Dhabi,5,0-22,22,22,13.005,13.70,10.10,3.60,0.254,0.137,0.101,0.036,0.00254,0.705,0.097,0.071,0.025,2.124,1.566,0.558,21239.6,15663.7,5575.9,212.40,156.64,55.76,,,
Bu Tinah Janoub,mangrove,Abu Dhabi,6,0-19,19,19,4.440,11.76,11.31,0.45,0.092,0.118,0.113,0.004,0.00092,1.087,0.128,0.123,0.005,2.429,2.337,0.092,24289.0,23368.6,920.4,242.89,233.69,9.20,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,1,0-15,15,25,62.901,29.88,0.09,29.78,1.702,0.299,0.001,0.298,0.01702,0.139,0.041,0.000,0.041,0.621,0.002,0.619,6211.5,19.6,6191.9,62.12,0.20,61.92,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,1,15-25,10,,8.385,12.46,10.13,2.34,0.086,0.125,0.101,0.023,0.00086,1.079,0.135,0.109,0.025,1.345,1.093,0.252,13451.0,10928.2,2522.8,134.51,109.28,25.23,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,2,0-15,15,24,57.312,27.91,0.13,27.78,1.818,0.279,0.001,0.278,0.01818,0.137,0.038,0.000,0.038,0.575,0.003,0.573,5752.3,27.0,5725.3,57.52,0.27,57.25,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,2,15-24,9,,5.294,12.27,10.57,1.70,0.105,0.123,0.106,0.017,0.00105,1.309,0.161,0.138,0.022,1.445,1.245,0.200,14453.3,12450.2,2003.1,144.53,124.50,20.03,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,3,0-15,15,45,59.190,28.56,0.06,28.49,1.794,0.286,0.001,0.285,0.01794,0.156,0.045,0.000,0.045,0.670,0.002,0.668,6697.7,15.0,6682.7,66.98,0.15,66.83,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,3,15-45,30,,6.122,12.70,9.47,3.23,0.114,0.127,0.095,0.032,0.00114,1.032,0.131,0.098,0.033,3.932,2.931,1.000,39315.5,29311.3,10004.2,393.16,293.11,100.04,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,4,0-15,15,27,58.382,27.50,0.06,27.44,1.709,0.275,0.001,0.274,0.01709,0.145,0.040,0.000,0.040,0.596,0.001,0.595,5961.3,12.4,5949.0,59.61,0.12,59.49,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,4,15-27,12,,5.497,11.87,10.70,1.17,0.071,0.119,0.107,0.012,0.00071,1.427,0.169,0.153,0.017,2.033,1.833,0.200,20327.7,18326.9,2000.8,203.28,183.27,20.01,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,5,0-5,5,14,12.913,13.50,8.35,5.14,0.451,0.135,0.084,0.051,0.00451,0.475,0.064,0.040,0.024,0.321,0.198,0.122,3205.8,1984.0,1221.7,32.06,19.84,12.22,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,5,5-14,9,,4.214,11.79,10.53,1.25,0.000,0.118,0.105,0.013,0.00000,1.201,0.142,0.126,0.015,1.274,1.138,0.136,12740.7,11385.0,1355.7,127.41,113.85,13.56,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,6,0-15,15,33,52.150,25.32,0.29,25.03,1.502,0.253,0.003,0.250,0.01502,0.179,0.045,0.001,0.045,0.679,0.008,0.672,6794.7,79.1,6715.7,67.95,0.79,67.16,,,
Bu Tinah Shamal,mangrove,Abu Dhabi,6,15-33,15,,5.074,12.02,10.20,1.82,0.072,0.120,0.102,0.018,0.00072,1.267,0.152,0.129,0.023,2.286,1.940,0.345,22855.1,19401.1,3454.0,228.55,194.01,34.54,,,
Al Shalila,mangrove,Abu Dhabi,1,0-15,15,200,6.394,9.79,7.48,2.31,0.050,0.098,0.075,0.023,0.00050,0.945,0.093,0.071,0.022,1.388,1.060,0.328,13877.9,10600.6,3277.3,138.78,106.01,32.77,,,
Al Shalila,mangrove,Abu Dhabi,1,15-30,15,,3.095,8.38,8.33,0.05,0.066,0.084,0.083,0.000,0.00066,1.464,0.123,0.122,0.001,1.840,1.830,0.010,18404.7,18303.9,100.8,184.05,183.04,1.01,,,
Al Shalila,mangrove,Abu Dhabi,1,30-50,20,,3.498,8.98,8.47,0.52,0.079,0.090,0.085,0.005,0.00079,1.386,0.124,0.117,0.007,2.490,2.347,0.143,24898.9,23470.2,1428.7,248.99,234.70,14.29,,,
Al Shalila,mangrove,Abu Dhabi,1,50-100,50,,3.027,9.21,8.56,0.65,0.000,0.092,0.086,0.006,0.00000,1.277,0.118,0.109,0.008,5.880,5.466,0.414,58802.0,54658.5,4143.5,588.02,546.58,41.44,,,
Al Shalila,mangrove,Abu Dhabi,1,100-200,100,,5.184,9.82,8.67,1.15,0.093,0.098,0.087,0.011,0.00093,1.186,0.116,0.103,0.014,11.641,10.281,1.359,116405.2,102812.3,13593.0,1164.05,1028.12,135.93,,,
Al Shalila,mangrove,Abu Dhabi,2,0-15,15,52,9.201,10.10,7.06,3.03,0.146,0.101,0.071,0.030,0.00146,0.982,0.099,0.069,0.030,1.488,1.041,0.447,14877.1,10406.7,4470.4,148.77,104.07,44.70,,,
Al Shalila,mangrove,Abu Dhabi,2,15-30,15,,2.958,9.14,8.70,0.44,0.000,0.091,0.087,0.004,0.00000,1.562,0.143,0.136,0.007,2.141,2.039,0.103,21412.4,20386.8,1025.6,214.12,203.87,10.26,,,
Al Shalila,mangrove,Abu Dhabi,2,30-52,22,,2.783,8.88,8.82,0.05,0.000,0.089,0.088,0.001,0.00000,1.358,0.121,0.120,0.001,2.651,2.635,0.016,26512.1,26349.8,162.4,265.12,263.50,1.62,,,
Al Shalila,mangrove,Abu Dhabi,3,0-15,15,44,7.469,10.50,7.25,3.24,0.186,0.105,0.073,0.032,0.00186,0.951,0.100,0.069,0.031,1.498,1.035,0.463,14979.4,10351.1,4628.3,149.79,103.51,46.28,,,
Al Shalila,mangrove,Abu Dhabi,3,15-30,15,,3.658,9.17,8.68,0.50,0.074,0.092,0.087,0.005,0.00074,1.483,0.136,0.129,0.007,2.041,1.930,0.111,20410.4,19302.1,1108.3,204.10,193.02,11.08,,,
Al Shalila,mangrove,Abu Dhabi,3,30-44,14,,3.787,9.12,8.18,0.94,0.083,0.091,0.082,0.009,0.00083,1.301,0.119,0.106,0.012,1.661,1.490,0.171,16607.5,14901.2,1706.3,166.07,149.01,17.06,,,
Al Shalila,mangrove,Abu Dhabi,4,0-7,7,200,16.982,11.88,5.40,6.48,0.303,0.119,0.054,0.065,0.00303,0.518,0.061,0.028,0.034,0.430,0.196,0.235,4304.1,1957.4,2346.7,43.04,19.57,23.47,,,
Al Shalila,mangrove,Abu Dhabi,4,7-30,23,,3.361,9.15,8.65,0.50,0.000,0.092,0.086,0.005,0.00000,1.375,0.126,0.119,0.007,2.895,2.736,0.159,28945.9,27356.1,1589.8,289.46,273.56,15.90,,,
Al Shalila,mangrove,Abu Dhabi,4,30-50,20,,3.322,9.19,8.67,0.52,0.000,0.092,0.087,0.005,0.00000,1.401,0.129,0.121,0.007,2.576,2.430,0.146,25756.0,24295.7,1460.3,257.56,242.96,14.60,,,
Al Shalila,mangrove,Abu Dhabi,4,50-100,50,,3.854,9.73,8.51,1.22,0.000,0.097,0.085,0.012,0.00000,1.359,0.132,0.116,0.017,6.610,5.778,0.832,66100.0,57784.4,8315.5,661.00,577.84,83.16,,,
Al Shalila,mangrove,Abu Dhabi,4,100-200,100,,3.880,9.97,9.12,0.85,0.094,0.100,0.091,0.008,0.00094,1.151,0.115,0.105,0.010,11.480,10.502,0.978,114804.2,105024.2,9780.0,1148.04,1050.24,97.80,,,
Al Shalila,mangrove,Abu Dhabi,5,0-9,9,200,10.466,10.09,6.54,3.54,0.205,0.101,0.065,0.035,0.00205,0.588,0.059,0.038,0.021,0.533,0.346,0.187,5333.5,3459.4,1874.0,53.33,34.59,18.74,,,
Al Shalila,mangrove,Abu Dhabi,5,9-30,21,,3.511,8.66,8.47,0.19,0.076,0.087,0.085,0.002,0.00076,1.494,0.129,0.127,0.003,2.717,2.658,0.059,27174.6,26579.8,594.8,271.75,265.80,5.95,,,
Al Shalila,mangrove,Abu Dhabi,5,30-50,20,,3.408,9.51,8.88,0.63,0.052,0.095,0.089,0.006,0.00052,1.516,0.144,0.135,0.010,2.883,2.692,0.191,28831.4,26923.7,1907.8,288.31,269.24,19.08,,,
Al Shalila,mangrove,Abu Dhabi,5,50-100,50,,3.777,10.15,9.37,0.78,0.091,0.101,0.094,0.008,0.00091,1.374,0.139,0.129,0.011,6.971,6.436,0.535,69713.7,64364.6,5349.1,697.14,643.65,53.49,,,
Al Shalila,mangrove,Abu Dhabi,5,100-200,100,,3.846,9.99,9.31,0.68,0.089,0.100,0.093,0.007,0.00089,1.157,0.116,0.108,0.008,11.566,10.774,0.792,115659.3,107738.0,7921.3,1156.59,1077.38,79.21,,,
Al Shalila,mangrove,Abu Dhabi,6,0-7,7,200,10.686,8.98,6.47,2.51,0.185,0.090,0.065,0.025,0.00185,0.576,0.052,0.037,0.014,0.362,0.261,0.101,3618.5,2605.7,1012.8,36.18,26.06,10.13,,,
Al Shalila,mangrove,Abu Dhabi,6,7-30,23,,3.027,8.74,8.62,0.12,0.037,0.087,0.086,0.001,0.00037,1.532,0.134,0.132,0.002,3.078,3.036,0.042,30777.0,30358.2,418.8,307.77,303.58,4.19,,,
Al Shalila,mangrove,Abu Dhabi,6,30-50,20,,3.235,10.27,9.12,1.15,0.000,0.103,0.091,0.012,0.00000,1.458,0.150,0.133,0.017,2.996,2.660,0.335,29957.5,26602.9,3354.6,299.58,266.03,33.55,,,
Al Shalila,mangrove,Abu Dhabi,6,50-100,50,,3.746,10.15,9.25,0.90,0.101,0.102,0.093,0.009,0.00101,1.350,0.137,0.125,0.012,6.856,6.248,0.608,68562.4,62482.2,6080.3,685.62,624.82,60.80,,,
Al Shalila,mangrove,Abu Dhabi,6,100-200,100,,3.782,10.72,9.38,1.34,0.000,0.107,0.094,0.013,0.00000,1.194,0.128,0.112,0.016,12.802,11.200,1.602,128023.4,112002.9,16020.4,1280.23,1120.03,160.20,,,
Jubail Is. East,mangrove,Abu Dhabi,1,0-15,15,39,14.722,12.98,6.71,6.27,0.342,0.130,0.067,0.063,0.00342,0.453,0.059,0.030,0.028,0.881,0.455,0.426,8811.2,4554.4,4256.7,88.11,45.54,42.57,,,
Jubail Is. East,mangrove,Abu Dhabi,1,15-30,15,,4.672,9.44,8.11,1.33,0.068,0.094,0.081,0.013,0.00068,1.164,0.110,0.094,0.016,1.650,1.417,0.233,16496.6,14169.5,2327.1,164.97,141.70,23.27,,,
Jubail Is. East,mangrove,Abu Dhabi,1,30-39,9,,3.579,10.02,8.79,1.23,0.093,0.100,0.088,0.012,0.00093,1.135,0.114,0.100,0.014,1.024,0.898,0.126,10237.7,8981.9,1255.9,102.38,89.82,12.56,,,
Jubail Is. East,mangrove,Abu Dhabi,2,0-15,15,40,10.877,10.91,6.28,4.63,0.213,0.109,0.063,0.046,0.00213,0.643,0.070,0.040,0.030,1.053,0.606,0.447,10528.6,6063.3,4465.3,105.29,60.63,44.65,,,
Jubail Is. East,mangrove,Abu Dhabi,2,15-30,15,,3.467,9.69,8.73,0.96,0.053,0.097,0.087,0.010,0.00053,1.478,0.143,0.129,0.014,2.148,1.936,0.212,21477.5,19359.7,2117.9,214.78,193.60,21.18,,,
Jubail Is. East,mangrove,Abu Dhabi,2,30-40,20,,3.111,10.12,9.49,0.62,0.079,0.101,0.095,0.006,0.00079,1.536,0.155,0.146,0.010,3.109,2.917,0.192,31089.3,29171.4,1917.9,310.89,291.71,19.18,,,
Jubail Is. East,mangrove,Abu Dhabi,3,0-15,15,39,6.027,10.37,8.31,2.05,0.120,0.104,0.083,0.021,0.00120,0.737,0.076,0.061,0.015,1.146,0.919,0.227,11455.5,9187.7,2267.8,114.55,91.88,22.68,,,
Jubail Is. East,mangrove,Abu Dhabi,3,15-30,15,,3.163,9.52,8.49,1.04,0.084,0.095,0.085,0.010,0.00084,1.246,0.119,0.106,0.013,1.780,1.586,0.194,17803.2,15864.9,1938.3,178.03,158.65,19.38,,,
Jubail Is. East,mangrove,Abu Dhabi,3,30-39,9,,2.977,9.51,8.89,0.62,0.078,0.095,0.089,0.006,0.00078,1.399,0.133,0.124,0.009,1.197,1.120,0.078,11971.9,11196.3,775.6,119.72,111.96,7.76,,,
Jubail Is. East,mangrove,Abu Dhabi,4,0-15,15,45,6.174,10.20,8.34,1.86,0.112,0.102,0.083,0.019,0.00112,0.899,0.092,0.075,0.017,1.376,1.125,0.251,13755.5,11245.7,2509.8,137.56,112.46,25.10,,,
Jubail Is. East,mangrove,Abu Dhabi,4,15-30,15,,4.667,9.39,8.43,0.96,0.062,0.094,0.084,0.010,0.00062,1.386,0.130,0.117,0.013,1.953,1.753,0.200,19531.1,17526.7,2004.4,195.31,175.27,20.04,,,
Jubail Is. East,mangrove,Abu Dhabi,4,30-45,15,,4.195,9.91,8.35,1.56,0.075,0.099,0.084,0.016,0.00075,1.379,0.137,0.115,0.022,2.050,1.728,0.323,20502.5,17276.6,3226.0,205.03,172.77,32.26,,,
Jubail Is. East,mangrove,Abu Dhabi,5,0-15,15,40,3.883,9.94,9.20,0.74,0.091,0.099,0.092,0.007,0.00091,1.200,0.119,0.110,0.009,1.789,1.656,0.133,17887.5,16555.3,1332.2,178.87,165.55,13.32,,,
Jubail Is. East,mangrove,Abu Dhabi,5,15-30,15,,3.958,9.68,8.64,1.04,0.092,0.097,0.086,0.010,0.00092,1.344,0.130,0.116,0.014,1.952,1.742,0.210,19518.7,17420.3,2098.3,195.19,174.20,20.98,,,
Jubail Is. East,mangrove,Abu Dhabi,5,30-40,10,,3.534,9.98,9.21,0.77,0.095,0.100,0.092,0.008,0.00095,1.218,0.122,0.112,0.009,1.216,1.122,0.094,12156.6,11218.9,937.7,121.57,112.19,9.38,,,
Jubail Is. East,mangrove,Abu Dhabi,6,0-15,15,51,4.553,10.05,8.55,1.51,0.109,0.101,0.085,0.015,0.00109,1.173,0.118,0.100,0.018,1.769,1.503,0.266,17686.8,15031.6,2655.3,176.87,150.32,26.55,,,
Jubail Is. East,mangrove,Abu Dhabi,6,15-30,15,,6.093,10.32,7.77,2.55,0.121,0.103,0.078,0.025,0.00121,0.899,0.093,0.070,0.023,1.392,1.048,0.343,13917.5,10482.9,3434.6,139.17,104.83,34.35,,,
Jubail Is. East,mangrove,Abu Dhabi,6,30-51,21,,3.668,9.59,8.55,1.03,0.000,0.096,0.086,0.010,0.00000,1.175,0.113,0.101,0.012,2.366,2.111,0.255,23659.5,21106.9,2552.7,236.60,211.07,25.53,,,
Jubail Is.,mangrove,Abu Dhabi,1,0-15,15,300,3.599,10.80,9.85,0.94,0.071,0.108,0.099,0.009,0.00071,1.138,0.123,0.112,0.011,1.844,1.683,0.161,18437.6,16826.2,1611.3,184.38,168.26,16.11,,,
Jubail Is.,mangrove,Abu Dhabi,1,15-30,15,,2.429,10.54,10.25,0.29,0.000,0.105,0.102,0.003,0.00000,1.404,0.148,0.144,0.004,2.218,2.158,0.060,22183.1,21580.9,602.3,221.83,215.81,6.02,,,
Jubail Is.,mangrove,Abu Dhabi,1,30-50,20,,2.754,10.66,10.09,0.57,0.000,0.107,0.101,0.006,0.00000,1.363,0.145,0.138,0.008,2.907,2.751,0.157,29071.1,27505.3,1565.9,290.71,275.05,15.66,,,
Jubail Is.,mangrove,Abu Dhabi,1,50-100,50,,3.343,10.28,9.64,0.65,0.073,0.103,0.096,0.006,0.00073,1.174,0.121,0.113,0.008,6.035,5.656,0.379,60355.0,56561.8,3793.1,603.55,565.62,37.93,,,
Jubail Is.,mangrove,Abu Dhabi,1,100-300,200,,3.285,10.23,9.47,0.76,0.065,0.102,0.095,0.008,0.00065,1.066,0.109,0.101,0.008,21.814,20.189,1.625,218136.7,201890.2,16246.5,2181.37,2018.90,162.47,,,
Jubail Is.,mangrove,Abu Dhabi,2,0-15,15,300,4.059,10.90,9.99,0.92,0.087,0.109,0.100,0.009,0.00087,0.945,0.103,0.094,0.009,1.546,1.416,0.130,15461.4,14163.8,1297.6,154.61,141.64,12.98,,,
Jubail Is.,mangrove,Abu Dhabi,2,15-30,15,,2.445,10.30,9.67,0.64,0.000,0.103,0.097,0.006,0.00000,1.346,0.139,0.130,0.009,2.080,1.951,0.129,20797.8,19512.2,1285.7,207.98,195.12,12.86,,,
Jubail Is.,mangrove,Abu Dhabi,2,30-50,20,,2.549,10.86,10.38,0.48,0.061,0.109,0.104,0.005,0.00061,1.091,0.118,0.113,0.005,2.369,2.264,0.105,23694.2,22640.9,1053.3,236.94,226.41,10.53,,,
Jubail Is.,mangrove,Abu Dhabi,2,50-100,50,,3.306,10.25,9.51,0.75,0.000,0.103,0.095,0.007,0.00000,1.091,0.112,0.104,0.008,5.594,5.187,0.407,55938.9,51873.4,4065.5,559.39,518.73,40.66,,,
Jubail Is.,mangrove,Abu Dhabi,2,100-300,200,,3.186,10.79,10.06,0.72,0.000,0.108,0.101,0.007,0.00000,1.086,0.117,0.109,0.008,23.435,21.860,1.575,234347.6,218599.0,15748.6,2343.48,2185.99,157.49,,,
Jubail Is.,mangrove,Abu Dhabi,3,0-15,15,300,3.627,10.89,10.18,0.71,0.095,0.109,0.102,0.007,0.00095,1.104,0.120,0.112,0.008,1.804,1.686,0.118,18042.1,16859.0,1183.1,180.42,168.59,11.83,,,
Jubail Is.,mangrove,Abu Dhabi,3,15-30,15,,2.489,10.24,9.98,0.26,0.000,0.102,0.100,0.003,0.00000,1.231,0.126,0.123,0.003,1.891,1.843,0.048,18905.0,18428.1,476.9,189.05,184.28,4.77,,,
Jubail Is.,mangrove,Abu Dhabi,3,30-50,20,,2.611,10.07,9.44,0.64,0.061,0.101,0.094,0.006,0.00061,1.275,0.128,0.120,0.008,2.568,2.405,0.163,25678.3,24052.8,1625.5,256.78,240.53,16.25,,,
Jubail Is.,mangrove,Abu Dhabi,3,50-100,50,,3.128,9.83,9.52,0.31,0.000,0.098,0.095,0.003,0.00000,1.362,0.134,0.130,0.004,6.695,6.484,0.211,66953.2,64840.4,2112.8,669.53,648.40,21.13,,,
Jubail Is.,mangrove,Abu Dhabi,3,100-300,200,,3.029,10.14,9.62,0.52,0.000,0.101,0.096,0.005,0.00000,1.212,0.123,0.117,0.006,24.574,23.318,1.256,245741.1,233177.1,12564.0,2457.41,2331.77,125.64,,,
Jubail Is.,mangrove,Abu Dhabi,4,0-15,15,300,2.993,10.69,10.00,0.69,0.000,0.107,0.100,0.007,0.00000,1.187,0.127,0.119,0.008,1.903,1.781,0.122,19029.9,17807.3,1222.6,190.30,178.07,12.23,,,
Jubail Is.,mangrove,Abu Dhabi,4,15-30,15,,2.571,10.37,10.09,0.28,0.000,0.104,0.101,0.003,0.00000,1.392,0.144,0.140,0.004,2.165,2.106,0.059,21652.7,21062.6,590.1,216.53,210.63,5.90,,,
Jubail Is.,mangrove,Abu Dhabi,4,30-50,20,,3.256,9.77,9.66,0.12,0.000,0.098,0.097,0.001,0.00000,1.215,0.119,0.117,0.001,2.376,2.348,0.028,23756.6,23476.2,280.4,237.57,234.76,2.80,,,
Jubail Is.,mangrove,Abu Dhabi,4,50-100,50,,2.568,10.91,10.11,0.80,0.058,0.109,0.101,0.008,0.00058,1.275,0.139,0.129,0.010,6.952,6.443,0.508,69515.9,64433.0,5082.9,695.16,644.33,50.83,,,
Jubail Is.,mangrove,Abu Dhabi,4,100-300,200,,2.580,10.92,10.35,0.57,0.000,0.109,0.104,0.006,0.00000,1.358,0.148,0.141,0.008,29.645,28.104,1.541,296449.3,281039.8,15409.5,2964.49,2810.40,154.10,,,
Jubail Is.,mangrove,Abu Dhabi,5,0-15,15,300,3.173,10.23,9.70,0.53,0.000,0.102,0.097,0.005,0.00000,1.217,0.124,0.118,0.006,1.867,1.770,0.097,18665.0,17697.8,967.2,186.65,176.98,9.67,,,
Jubail Is.,mangrove,Abu Dhabi,5,15-30,15,,3.140,10.14,9.64,0.50,0.000,0.101,0.096,0.005,0.00000,1.176,0.119,0.113,0.006,1.790,1.701,0.089,17896.5,17011.3,885.1,178.96,170.11,8.85,,,
Jubail Is.,mangrove,Abu Dhabi,5,30-50,20,,2.892,10.36,9.75,0.61,0.080,0.104,0.097,0.006,0.00080,1.278,0.132,0.125,0.008,2.648,2.492,0.156,26475.3,24915.1,1560.1,264.75,249.15,15.60,,,
Jubail Is.,mangrove,Abu Dhabi,5,50-100,50,,2.857,10.61,10.18,0.42,0.000,0.106,0.102,0.004,0.00000,1.285,0.136,0.131,0.005,6.818,6.545,0.272,68175.0,65451.2,2723.8,681.75,654.51,27.24,,,
Jubail Is.,mangrove,Abu Dhabi,5,100-300,200,,2.820,11.12,10.11,1.01,0.077,0.111,0.101,0.010,0.00077,1.322,0.147,0.134,0.013,29.404,26.721,2.683,294036.5,267207.7,26828.8,2940.37,2672.08,268.29,,,
Jubail Is.,mangrove,Abu Dhabi,6,0-15,15,300,3.204,10.67,9.65,1.02,0.000,0.107,0.097,0.010,0.00000,1.207,0.129,0.117,0.012,1.933,1.748,0.185,19327.7,17478.3,1849.4,193.28,174.78,18.49,,,
Jubail Is.,mangrove,Abu Dhabi,6,15-30,15,,2.469,10.49,9.56,0.93,0.064,0.105,0.096,0.009,0.00064,1.316,0.138,0.126,0.012,2.072,1.888,0.184,20716.6,18879.7,1836.9,207.17,188.80,18.37,,,
Jubail Is.,mangrove,Abu Dhabi,6,30-50,20,,3.079,10.45,10.21,0.23,0.000,0.104,0.102,0.002,0.00000,1.212,0.127,0.124,0.003,2.532,2.476,0.057,25324.6,24757.3,567.3,253.25,247.57,5.67,,,
Jubail Is.,mangrove,Abu Dhabi,6,50-100,50,,3.083,10.99,10.19,0.81,0.000,0.110,0.102,0.008,0.00000,1.070,0.118,0.109,0.009,5.880,5.449,0.431,58802.0,54490.8,4311.2,588.02,544.91,43.11,,,
Jubail Is.,mangrove,Abu Dhabi,6,100-300,200,,2.746,11.16,10.58,0.57,0.000,0.112,0.106,0.006,0.00000,1.271,0.142,0.135,0.007,28.361,26.904,1.457,283610.9,269042.9,14568.0,2836.11,2690.43,145.68,,,
Eastern Mangrove,mangrove,Abu Dhabi,1,0-5,5,38,9.129,11.79,8.32,3.47,0.388,0.118,0.083,0.035,0.00388,0.637,0.075,0.053,0.022,0.376,0.265,0.111,3757.9,2652.1,1105.9,37.58,26.52,11.06,,,
Eastern Mangrove,mangrove,Abu Dhabi,1,5-38,25,,2.883,9.78,9.30,0.48,0.078,0.098,0.093,0.005,0.00078,1.367,0.134,0.127,0.007,3.342,3.178,0.164,33420.3,31776.7,1643.7,334.20,317.77,16.44,,,
Eastern Mangrove,mangrove,Abu Dhabi,2,0-6,6,36,6.429,10.53,8.58,1.95,0.223,0.105,0.086,0.020,0.00223,0.874,0.092,0.075,0.017,0.552,0.450,0.102,5521.6,4498.0,1023.5,55.22,44.98,10.24,,,
Eastern Mangrove,mangrove,Abu Dhabi,2,6-36,30,,2.791,9.80,9.32,0.48,0.074,0.098,0.093,0.005,0.00074,1.411,0.138,0.131,0.007,4.147,3.944,0.203,41471.1,39443.0,2028.1,414.71,394.43,20.28,,,
Eastern Mangrove,mangrove,Abu Dhabi,3,0-5,5,33,15.112,13.23,7.66,5.57,0.601,0.132,0.077,0.056,0.00601,0.557,0.074,0.043,0.031,0.368,0.213,0.155,3681.7,2131.8,1549.9,36.82,21.32,15.50,,,
Eastern Mangrove,mangrove,Abu Dhabi,3,5-33,28,,2.885,9.81,8.96,0.85,0.079,0.098,0.090,0.008,0.00079,1.324,0.130,0.119,0.011,3.636,3.323,0.313,36361.9,33228.5,3133.4,363.62,332.29,31.33,,,
Eastern Mangrove,mangrove,Abu Dhabi,4,0-7,7,33,18.760,13.33,5.94,7.39,0.576,0.133,0.059,0.074,0.00576,0.383,0.051,0.023,0.028,0.357,0.159,0.198,3570.0,1590.6,1979.4,35.70,15.91,19.79,,,
Eastern Mangrove,mangrove,Abu Dhabi,4,7-33,26,,3.744,9.98,8.88,1.10,0.090,0.100,0.089,0.011,0.00090,1.198,0.120,0.106,0.013,3.108,2.765,0.343,31083.2,27654.5,3428.6,310.83,276.55,34.29,,,
Eastern Mangrove,mangrove,Abu Dhabi,5,0-10,10,32,45.859,21.92,0.17,21.74,1.275,0.219,0.002,0.217,0.01275,0.175,0.038,0.000,0.038,0.384,0.003,0.381,3842.3,30.6,3811.7,38.42,0.31,38.12,,,
Eastern Mangrove,mangrove,Abu Dhabi,5,10-32,22,,3.273,10.01,9.26,0.74,0.083,0.100,0.093,0.007,0.00083,1.230,0.123,0.114,0.009,2.707,2.506,0.201,27071.2,25058.9,2012.2,270.71,250.59,20.12,,,
Eastern Mangrove,mangrove,Abu Dhabi,6,0-12,12,37,47.940,24.36,0.10,24.26,1.247,0.244,0.001,0.243,0.01247,0.193,0.047,0.000,0.047,0.564,0.002,0.562,5644.0,23.3,5620.8,56.44,0.23,56.21,,,
Eastern Mangrove,mangrove,Abu Dhabi,6,12-37,25,,7.084,12.10,8.64,3.46,0.144,0.121,0.086,0.035,0.00144,1.108,0.134,0.096,0.038,3.351,2.393,0.958,33509.5,23931.1,9578.4,335.10,239.31,95.78,,,
Salaam,mangrove,Abu Dhabi,1,0-10,10,200,18.880,14.78,6.80,7.98,0.493,0.148,0.068,0.080,0.00493,0.404,0.060,0.027,0.032,0.597,0.275,0.322,5971.1,2747.3,3223.8,59.71,27.47,32.24,,,
Salaam,mangrove,Abu Dhabi,1,10-30,20,,4.163,10.69,9.75,0.95,0.086,0.107,0.097,0.009,0.00086,1.119,0.120,0.109,0.011,2.394,2.182,0.212,23943.3,21818.7,2124.6,239.43,218.19,21.25,,,
Salaam,mangrove,Abu Dhabi,1,30-50,20,,2.809,9.51,9.27,0.24,0.000,0.095,0.093,0.002,0.00000,1.417,0.135,0.131,0.003,2.694,2.626,0.068,26936.8,26259.5,677.3,269.37,262.59,6.77,,,
Salaam,mangrove,Abu Dhabi,1,50-100,50,,3.764,10.61,9.85,0.76,0.068,0.106,0.099,0.008,0.00068,1.236,0.131,0.122,0.009,6.556,6.086,0.470,65559.4,60862.6,4696.8,655.59,608.63,46.97,,,
Salaam,mangrove,Abu Dhabi,1,100-200,100,,2.863,10.60,10.00,0.60,0.000,0.106,0.100,0.006,0.00000,1.199,0.127,0.120,0.007,12.708,11.990,0.718,127080.8,119897.1,7183.7,1270.81,1198.97,71.84,,,
Salaam,mangrove,Abu Dhabi,2,0-15,15,200,6.823,11.52,9.41,2.10,0.120,0.115,0.094,0.021,0.00120,0.911,0.105,0.086,0.019,1.574,1.286,0.287,15735.7,12862.7,2873.1,157.36,128.63,28.73,,,
