"[Abbreviations: ID, identification; cm, centimeter; µm, micron; Φ, phi particle size scale; %, percent; Dx, x% of particles are finer than reported value]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample/Core ID,"Depth
 (cm)","Sediment Texture 
(Folk, 1954)",Averaged Sample Runs,"Mean Grain Size 
(µm)","Mean Grain Size 
Standard Deviation
(µm)","Sorting 
(µm)","Sorting
 Standard Deviation 
(µm)","Skewness
 (µm)","Skewness 
Standard Deviation 
(µm)","Kurtosis 
(µm)","Kurtosis
 Standard Deviation 
(µm)","Mean Grain Size 
(Φ)","Mean Grain Size 
Standard Deviation 
(Φ)","Sorting 
(Φ)","Sorting 
Standard Deviation 
(Φ)","Skewness 
(Φ)","Skewness
 Standard Deviation 
(Φ)","Kurtosis
(Φ)","Kurtosis 
Standard Deviation 
(Φ)","Mean Grain Size 
(Descriptive)","Sorting
(Descriptive)","Skewness 
(Descriptive)","Kurtosis 
(Descriptive)","D10 
(µm)","D10 
Standard Deviation
 (µm)","D50 
(µm)","D50 
Standard Deviation 
(µm)","D90 
(µm)","D90 
Standard Deviation 
(µm)","Sand 
(%)","Sand 
Standard Deviation 
(%)","Mud 
(%)","Mud 
Standard Deviation 
(%)","Very Coarse Sand 
(%)","Coarse Sand
(%)","Medium Sand 
(%)","Fine Sand 
(%)","Very Fine Sand 
(%)","Very Coarse Silt 
(%)","Coarse Silt 
(%)","Medium Silt 
(%)","Fine Silt 
(%)","Very Fine Silt 
(%)","Clay 
(%)",,,,,,,
16CCT03-GB239M,0-1,Muddy Sand,N=8,100.38,0.69,2.274,0.119,-0.365,0.020,1.726,0.114,3.316,0.010,1.183,0.075,0.365,0.020,1.726,0.114,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,33.33,2.05,109.12,0.32,204.50,2.94,79.1,0.5,20.9,0.5,0.0,0.3,3.6,36.3,38.9,11.4,3.1,1.4,1.1,1.1,2.7,,,,,,,
16CCT03-GB239M,1-2,Muddy Sand,N=8,95.27,2.18,2.471,0.055,-0.414,0.012,1.895,0.037,3.392,0.033,1.305,0.032,0.414,0.012,1.895,0.037,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,26.41,2.05,105.85,1.73,198.78,3.11,77.2,0.8,22.8,0.8,0.0,0.0,2.9,35.3,39.0,11.8,3.5,1.8,1.4,1.3,3.1,,,,,,,
16CCT03-GB239M,2-3,Muddy Sand,N=8,88.47,1.14,2.814,0.023,-0.466,0.005,2.015,0.005,3.499,0.018,1.493,0.012,0.466,0.005,2.015,0.005,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,16.24,0.84,102.97,1.54,198.28,2.50,74.5,0.4,25.5,0.4,0.0,0.0,3.1,33.8,37.7,11.8,3.8,2.0,2.0,2.1,3.7,,,,,,,
16CCT03-GB239M,3-4,Muddy Sand,N=8,97.66,2.44,2.753,0.061,-0.453,0.009,1.982,0.044,3.357,0.036,1.461,0.032,0.453,0.009,1.982,0.044,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,19.84,2.38,112.94,1.26,217.15,0.44,77.3,0.9,22.7,0.9,0.0,0.4,5.2,37.6,34.2,10.0,3.6,2.2,1.7,1.7,3.4,,,,,,,
16CCT03-GB239M,4-5,Muddy Sand,N=8,99.21,3.73,2.732,0.111,-0.452,0.018,2.002,0.022,3.334,0.054,1.449,0.059,0.452,0.018,2.002,0.022,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,20.89,3.65,114.06,2.26,217.82,2.41,77.9,1.2,22.1,1.2,0.0,0.2,5.4,38.2,34.1,9.8,3.4,1.9,1.8,1.8,3.4,,,,,,,
16CCT03-GB239M,5-6,Muddy Sand,N=8,99.15,1.13,2.858,0.039,-0.471,0.009,1.947,0.019,3.334,0.016,1.515,0.020,0.471,0.009,1.947,0.019,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,18.30,1.02,117.35,0.61,227.09,2.29,77.2,0.3,22.8,0.3,0.0,0.7,6.2,39.0,31.3,9.6,3.8,2.3,1.8,1.8,3.5,,,,,,,
16CCT03-GB239M,6-7,Muddy Sand,N=8,91.83,8.08,3.005,0.218,-0.474,0.037,1.871,0.034,3.451,0.127,1.583,0.105,0.474,0.037,1.871,0.034,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,14.31,6.03,111.78,3.95,223.96,6.66,75.2,2.2,24.8,2.2,0.0,0.7,6.0,36.3,32.2,10.2,4.1,2.4,2.3,2.3,3.6,,,,,,,
16CCT03-GB239M,7-8,Muddy Sand,N=8,93.95,2.82,2.993,0.085,-0.483,0.017,1.980,0.032,3.413,0.043,1.581,0.041,0.483,0.017,1.980,0.032,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,14.54,3.14,113.36,0.53,222.09,0.71,75.9,0.7,24.1,0.7,0.0,0.7,5.7,37.3,32.3,9.9,3.8,2.3,2.1,2.2,3.7,,,,,,,
16CCT03-GB239M,8-9,Muddy Sand,N=8,106.11,1.26,2.705,0.054,-0.439,0.013,1.985,0.036,3.236,0.017,1.436,0.029,0.439,0.013,1.985,0.036,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,23.27,1.68,121.54,0.51,235.17,1.84,79.5,0.3,20.5,0.3,0.0,0.8,7.1,40.2,31.3,8.8,3.4,2.0,1.6,1.7,3.1,,,,,,,
16CCT03-GB239M,9-10,Muddy Sand,N=8,95.91,1.86,3.172,0.051,-0.506,0.008,1.975,0.028,3.382,0.028,1.665,0.023,0.506,0.008,1.975,0.028,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.12,1.51,120.44,0.53,239.39,0.75,76.4,0.5,23.6,0.5,0.0,0.7,7.9,39.1,28.7,8.6,3.8,2.3,2.4,2.6,3.8,,,,,,,
16CCT03-GB239M,10-11,Muddy Sand,N=8,85.41,6.80,3.285,0.271,-0.533,0.028,1.882,0.066,3.554,0.115,1.711,0.119,0.533,0.028,1.882,0.066,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.17,3.75,112.47,1.55,220.70,1.07,74.1,1.5,25.9,1.5,0.0,0.7,5.5,37.2,30.7,9.4,4.2,2.9,2.5,2.5,4.3,,,,,,,
16CCT03-GB239M,11-12,Muddy Sand,N=8,69.92,1.88,3.881,0.082,-0.570,0.006,1.671,0.053,3.839,0.039,1.956,0.030,0.570,0.006,1.671,0.053,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.15,0.24,104.75,0.36,217.93,1.89,69.7,0.2,30.3,0.2,0.0,0.5,5.5,33.9,29.9,10.1,4.8,3.5,3.2,3.3,5.5,,,,,,,
16CCT03-GB239M,12-13,Muddy Sand,N=8,89.91,2.28,3.325,0.091,-0.502,0.012,1.929,0.018,3.476,0.037,1.733,0.040,0.502,0.012,1.929,0.018,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.11,1.66,113.97,0.52,235.32,0.76,74.5,0.5,25.5,0.5,0.0,0.7,7.3,36.4,30.1,9.5,4.2,2.6,2.2,2.4,4.5,,,,,,,
16CCT03-GB239M,13-14,Muddy Sand,N=8,83.73,3.81,3.508,0.161,-0.516,0.014,1.848,0.045,3.580,0.065,1.809,0.066,0.516,0.014,1.848,0.045,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.08,1.71,110.64,0.97,233.69,1.80,72.9,0.9,27.1,0.9,0.0,0.7,7.2,35.1,30.0,9.8,4.3,2.9,2.5,2.6,4.8,,,,,,,
16CCT03-GB239M,14-15,Muddy Sand,N=8,93.07,4.06,3.262,0.129,-0.477,0.014,1.929,0.046,3.427,0.063,1.705,0.057,0.477,0.014,1.929,0.046,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.42,2.10,114.24,1.97,240.57,1.08,75.1,1.2,24.9,1.2,0.0,0.7,8.0,36.0,30.4,9.6,4.0,2.5,2.1,2.3,4.4,,,,,,,
16CCT03-GB239M,15-16,Muddy Sand,N=8,82.76,2.72,3.503,0.113,-0.515,0.012,1.863,0.007,3.596,0.047,1.808,0.046,0.515,0.012,1.863,0.007,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.37,1.36,109.41,1.15,231.28,1.19,72.9,0.6,27.1,0.6,0.0,0.7,6.9,34.7,30.7,9.8,4.1,2.9,2.7,2.8,4.8,,,,,,,
16CCT03-GB239M,16-17,Muddy Sand,N=8,89.92,0.37,3.058,0.015,-0.470,0.005,1.912,0.008,3.475,0.006,1.612,0.007,0.470,0.005,1.912,0.008,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,13.78,0.21,108.53,0.19,221.37,1.51,74.5,0.1,25.5,0.1,0.0,0.6,5.6,35.0,33.2,10.6,4.4,2.7,2.0,1.9,4.0,,,,,,,
16CCT03-GB239M,17-18,Muddy Sand,N=8,91.24,3.56,3.261,0.103,-0.475,0.014,1.891,0.027,3.455,0.056,1.705,0.046,0.475,0.014,1.891,0.027,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.69,2.57,112.62,1.22,238.56,1.12,74.6,0.8,25.4,0.8,0.0,0.6,7.8,35.5,30.7,9.8,4.0,2.4,2.3,2.6,4.2,,,,,,,
16CCT03-GB239M,18-19,Muddy Sand,N=8,85.82,0.46,3.420,0.036,-0.497,0.003,1.888,0.013,3.543,0.008,1.774,0.015,0.497,0.003,1.888,0.013,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.43,0.30,109.31,0.42,232.49,1.96,73.2,0.1,26.8,0.1,0.0,0.6,7.1,34.7,31.0,10.1,4.2,2.7,2.3,2.6,4.8,,,,,,,
16CCT03-GB239M,19-20,Muddy Sand,N=8,94.80,2.13,3.162,0.075,-0.459,0.010,1.932,0.010,3.399,0.032,1.661,0.034,0.459,0.010,1.932,0.010,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,13.24,1.52,113.74,1.10,239.91,1.46,75.5,0.5,24.5,0.5,0.0,0.6,8.0,35.8,31.1,9.8,4.0,2.5,2.0,2.1,4.2,,,,,,,
16CCT03-GB239M,20-21,Muddy Sand,N=8,66.84,8.82,4.362,0.414,-0.559,0.011,1.559,0.278,3.916,0.192,2.118,0.137,0.559,0.011,1.559,0.278,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.11,0.53,104.63,3.67,236.88,2.28,68.7,3.0,31.3,3.0,0.0,0.5,7.8,32.7,27.7,9.4,4.8,3.8,3.4,3.5,6.4,,,,,,,
16CCT03-GB239M,21-22,Muddy Sand,N=8,82.81,1.66,3.577,0.054,-0.503,0.002,1.775,0.026,3.594,0.029,1.839,0.022,0.503,0.002,1.775,0.026,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.31,0.41,109.55,1.10,239.35,0.68,72.2,0.5,27.8,0.5,0.0,1.0,7.7,34.1,29.4,10.1,4.7,3.2,2.6,2.4,4.8,,,,,,,
16CCT03-GB239M,22-23,Muddy Sand,N=8,83.42,1.80,3.656,0.085,-0.490,0.004,1.739,0.023,3.584,0.031,1.870,0.033,0.490,0.004,1.739,0.023,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.22,0.64,110.48,0.64,249.68,2.06,72.1,0.5,27.9,0.5,0.0,1.0,8.9,33.5,28.6,10.1,4.8,3.3,2.6,2.4,4.8,,,,,,,
16CCT03-GB239M,23-24,Muddy Sand,N=8,83.92,1.37,3.598,0.064,-0.488,0.003,1.747,0.026,3.575,0.024,1.847,0.026,0.488,0.003,1.747,0.026,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.61,0.48,109.72,0.30,245.91,1.63,72.1,0.4,27.9,0.4,0.0,1.0,8.5,33.6,29.0,10.2,4.8,3.2,2.5,2.3,4.8,,,,,,,
16CCT03-GB239M,24-25,Muddy Sand,N=8,44.33,2.41,5.177,0.120,-0.539,0.016,0.873,0.035,4.498,0.079,2.372,0.034,0.539,0.016,0.873,0.035,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,3.10,0.25,82.56,4.39,217.92,4.70,57.4,1.7,42.6,1.7,0.0,0.5,5.8,26.9,24.2,9.5,6.7,7.0,7.2,5.8,6.4,,,,,,,
16CCT03-GB239M,25-26,Muddy Sand,N=8,83.27,0.54,3.579,0.028,-0.493,0.001,1.740,0.012,3.586,0.009,1.839,0.011,0.493,0.001,1.740,0.012,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.65,0.16,109.37,0.31,243.31,1.37,72.0,0.2,28.0,0.2,0.0,0.7,8.4,33.6,29.2,10.3,4.9,3.3,2.5,2.3,4.7,,,,,,,
16CCT03-GB239M,26-27,Muddy Sand,N=8,77.48,4.50,4.004,0.176,-0.540,0.015,1.747,0.049,3.692,0.084,2.000,0.063,0.540,0.015,1.747,0.049,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.65,0.99,111.10,1.60,245.66,2.72,71.5,0.8,28.5,0.8,0.0,0.9,8.6,34.3,27.7,9.3,4.6,3.2,2.7,2.7,6.0,,,,,,,
16CCT03-GB239M,27-28,Muddy Sand,N=8,80.03,0.37,3.660,0.031,-0.490,0.003,1.688,0.005,3.643,0.007,1.872,0.012,0.490,0.003,1.688,0.005,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.10,0.14,106.15,0.17,241.88,2.34,70.7,0.1,29.3,0.1,0.0,0.7,8.3,32.3,29.4,10.8,5.2,3.4,2.6,2.4,4.8,,,,,,,
16CCT03-GB239M,28-29,Muddy Sand,N=8,48.66,3.83,5.160,0.052,-0.556,0.017,1.116,0.160,4.366,0.114,2.367,0.015,0.556,0.017,1.116,0.160,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.72,0.32,88.47,6.62,225.06,9.97,60.4,2.7,39.6,2.7,0.0,0.7,6.4,27.9,25.4,10.7,6.4,5.2,4.9,4.7,7.7,,,,,,,
16CCT03-GB239M,29-30,Muddy Sand,N=8,73.73,0.98,4.134,0.027,-0.539,0.001,1.702,0.012,3.762,0.019,2.048,0.009,0.539,0.001,1.702,0.012,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.67,0.12,107.42,0.68,243.59,0.49,70.3,0.2,29.7,0.2,0.0,0.9,8.3,33.0,28.1,9.8,4.7,3.2,2.7,2.9,6.5,,,,,,,
16CCT03-GB239M,30-31,Muddy Sand,N=8,85.64,1.51,3.774,0.021,-0.505,0.009,1.824,0.004,3.546,0.025,1.916,0.008,0.505,0.009,1.824,0.004,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.62,0.34,113.70,2.70,254.96,2.31,72.9,0.5,27.1,0.5,0.0,0.9,9.8,34.4,27.9,9.5,4.6,3.0,2.2,2.3,5.6,,,,,,,
16CCT03-GB239M,31-32,Muddy Sand,N=8,61.16,4.46,4.375,0.065,-0.549,0.010,1.540,0.050,4.035,0.105,2.129,0.022,0.549,0.010,1.540,0.050,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.47,0.25,94.86,4.22,220.84,11.57,65.8,1.6,34.2,1.6,0.0,0.6,5.9,29.1,30.1,11.4,5.6,3.7,3.0,3.3,7.2,,,,,,,
16CCT03-GB239M,32-33,Muddy Sand,N=8,64.25,1.67,4.346,0.047,-0.535,0.004,1.541,0.035,3.961,0.037,2.120,0.016,0.535,0.004,1.541,0.035,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.95,0.13,97.56,1.67,232.15,1.26,66.7,0.7,33.3,0.7,0.0,0.6,7.1,29.8,29.1,11.0,5.5,3.8,3.1,3.2,6.8,,,,,,,
16CCT03-GB239M,33-34,Muddy Sand,N=8,51.95,9.40,4.801,0.318,-0.533,0.019,1.185,0.294,4.291,0.264,2.260,0.096,0.533,0.019,1.185,0.294,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.38,0.34,87.05,10.40,220.99,9.80,60.9,5.3,39.1,5.3,0.0,0.6,6.0,27.3,27.0,10.6,6.4,5.6,5.2,4.6,6.6,,,,,,,
16CCT03-GB239M,34-35,Muddy Sand,N=8,46.80,6.63,5.095,0.151,-0.532,0.033,1.087,0.226,4.432,0.206,2.348,0.043,0.532,0.033,1.087,0.226,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,2.91,0.09,82.84,10.98,219.04,10.52,58.8,5.2,41.2,5.2,0.0,0.7,5.8,26.2,26.1,10.8,6.6,5.8,5.7,5.1,7.2,,,,,,,
16CCT03-GB239M,35-36,Muddy Sand,N=8,47.34,5.50,5.114,0.218,-0.535,0.019,1.082,0.226,4.411,0.169,2.353,0.062,0.535,0.019,1.082,0.226,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.90,0.10,83.31,6.71,220.70,4.34,58.9,3.7,41.1,3.7,0.0,0.5,6.0,26.3,26.1,10.7,6.6,5.9,5.7,4.8,7.4,,,,,,,
16CCT03-GB239M,36-37,Muddy Sand,N=8,51.60,0.68,4.936,0.072,-0.553,0.004,1.224,0.022,4.277,0.019,2.303,0.021,0.553,0.004,1.224,0.022,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.10,0.03,89.48,1.12,223.96,6.00,62.0,0.4,38.0,0.4,0.0,0.7,6.2,27.7,27.4,11.1,6.3,4.9,4.4,3.9,7.4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16CCT03-GB240M,0-1,Sandy Mud,N=8,38.73,3.64,4.500,0.281,-0.485,0.016,1.117,0.107,4.697,0.136,2.167,0.090,0.485,0.016,1.117,0.107,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.07,0.42,59.97,4.05,163.64,2.94,48.7,2.3,51.3,2.3,0.0,0.3,1.3,17.5,29.7,17.1,9.9,7.1,5.4,4.2,7.5,,,,,,,
16CCT03-GB240M,1-2,Muddy Sand,N=8,67.13,5.09,3.594,0.220,-0.477,0.021,1.724,0.095,3.901,0.110,1.843,0.088,0.477,0.021,1.724,0.095,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.90,1.29,87.83,1.79,202.01,0.91,65.9,1.6,34.1,1.6,0.0,0.6,3.9,26.7,34.7,14.3,5.4,3.7,3.0,2.6,5.2,,,,,,,
16CCT03-GB240M,2-3,Muddy Sand,N=8,63.78,8.19,3.932,0.240,-0.492,0.011,1.436,0.213,3.983,0.186,1.972,0.088,0.492,0.011,1.436,0.213,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.78,0.62,89.72,5.49,215.31,5.19,64.1,3.2,35.9,3.2,0.0,0.6,5.0,28.7,29.7,13.2,6.2,4.7,3.7,3.0,5.1,,,,,,,
16CCT03-GB240M,3-4,Muddy Sand,N=7,52.51,2.74,4.516,0.098,-0.502,0.012,1.195,0.130,4.253,0.075,2.175,0.032,0.502,0.012,1.195,0.130,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.94,0.23,81.95,3.66,214.23,1.65,59.2,2.1,40.8,2.1,0.0,0.6,5.1,26.7,26.9,13.3,7.2,5.7,4.6,3.8,6.1,,,,,,,
16CCT03-GB240M,4-5,Muddy Sand,N=8,62.66,4.23,4.179,0.173,-0.508,0.009,1.383,0.101,4.000,0.098,2.062,0.060,0.508,0.009,1.383,0.101,Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,5.12,0.45,91.88,2.34,223.96,2.31,64.0,1.6,36.0,1.6,0.0,0.2,6.3,29.8,27.6,12.6,6.4,4.6,3.6,3.0,5.7,,,,,,,
16CCT03-GB240M,5-6,Muddy Sand,N=8,44.26,1.98,5.074,0.270,-0.484,0.013,0.802,0.009,4.499,0.065,2.341,0.077,0.484,0.013,0.802,0.009,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,3.55,0.47,76.85,2.56,224.39,1.67,55.4,1.1,44.6,1.1,0.0,0.4,6.5,26.2,22.3,10.3,6.6,8.1,8.6,5.7,5.3,,,,,,,
16CCT03-GB240M,6-7,Muddy Sand,N=7,47.63,2.29,5.018,0.273,-0.512,0.026,0.836,0.020,4.394,0.070,2.325,0.078,0.512,0.026,0.836,0.020,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,3.78,0.60,84.89,2.02,232.04,4.03,58.4,0.9,41.6,0.9,0.0,0.6,7.1,28.2,22.5,9.6,6.1,7.6,7.9,5.3,5.1,,,,,,,
16CCT03-GB240M,7-8,Muddy Sand,N=8,43.63,5.77,5.546,0.173,-0.516,0.047,0.936,0.185,4.531,0.192,2.471,0.045,0.516,0.047,0.936,0.185,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.63,0.10,79.83,11.97,228.70,7.39,56.6,4.8,43.4,4.8,0.0,0.7,6.7,27.2,22.0,10.3,6.0,6.2,7.2,5.8,7.8,,,,,,,
16CCT03-GB240M,8-9,Muddy Sand,N=8,54.99,12.33,5.078,0.549,-0.549,0.024,1.139,0.346,4.222,0.329,2.336,0.157,0.549,0.024,1.139,0.346,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.40,0.66,95.70,14.21,240.54,8.84,62.4,6.0,37.6,6.0,0.0,0.5,8.2,31.2,22.4,9.6,5.3,5.2,5.9,4.9,6.8,,,,,,,
16CCT03-GB240M,9-10,Muddy Sand,N=8,57.82,2.82,5.245,0.049,-0.590,0.009,1.129,0.069,4.114,0.070,2.391,0.014,0.590,0.009,1.129,0.069,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.51,0.29,112.37,8.01,267.52,13.26,65.6,1.1,34.4,1.1,0.0,0.9,11.6,33.3,19.9,8.5,4.7,4.8,5.6,4.7,6.1,,,,,,,
16CCT03-GB240M,10-11,Muddy Sand,N=8,46.75,1.40,5.692,0.039,-0.558,0.011,0.840,0.041,4.419,0.043,2.509,0.010,0.558,0.011,0.840,0.041,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,2.80,0.03,93.67,3.49,250.01,3.71,59.6,1.1,40.4,1.1,0.0,0.6,9.4,30.0,19.6,8.6,5.4,5.9,7.3,6.3,6.9,,,,,,,
16CCT03-GB240M,11-12,Muddy Sand,N=7,41.50,1.07,5.938,0.009,-0.524,0.019,0.753,0.020,4.591,0.037,2.570,0.002,0.524,0.019,0.753,0.020,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,2.49,0.05,82.18,3.30,241.50,4.06,55.7,1.1,44.3,1.1,0.0,0.9,8.0,28.0,18.7,8.5,5.7,6.6,8.4,7.3,7.7,,,,,,,
16CCT03-GB240M,12-13,Muddy Sand,N=8,49.38,10.42,5.646,0.265,-0.544,0.071,0.968,0.253,4.373,0.310,2.496,0.068,0.544,0.071,0.968,0.253,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.76,0.26,94.67,22.74,252.19,16.49,59.6,7.2,40.4,7.2,0.0,1.0,9.5,30.7,18.4,8.0,5.5,6.2,7.2,5.9,7.5,,,,,,,
16CCT03-GB240M,13-14,Sandy Mud,N=8,33.25,7.70,6.327,0.190,-0.308,0.195,0.690,0.020,4.950,0.341,2.661,0.043,0.308,0.195,0.690,0.020,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,2.18,0.23,54.06,25.67,243.26,9.14,47.4,6.4,52.6,6.4,0.0,0.7,8.6,24.6,13.6,7.6,6.8,9.1,11.2,8.9,9.0,,,,,,,
16CCT03-GB240M,14-15,Muddy Sand,N=5,38.58,0.71,6.163,0.094,-0.467,0.021,0.696,0.006,4.696,0.027,2.623,0.022,0.467,0.021,0.696,0.006,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,2.35,0.10,71.56,3.24,245.33,0.81,51.8,0.7,48.2,0.7,0.0,0.6,8.8,27.4,15.0,6.9,6.2,8.5,10.3,8.1,8.2,,,,,,,
16CCT03-GB240M,15-16,Muddy Sand,N=8,43.85,1.03,6.091,0.035,-0.546,0.019,0.715,0.013,4.512,0.034,2.607,0.008,0.546,0.019,0.715,0.013,Very Coarse Silt,Very Poorly Sorted,Very Fined Skewed,Platykurtic,2.52,0.03,91.08,4.46,258.08,2.33,56.3,1.2,43.7,1.2,0.0,0.7,10.3,29.8,15.4,6.2,5.6,7.6,9.2,7.6,7.5,,,,,,,
16CCT03-GB240M,16-17,Muddy Sand,N=7,46.31,1.19,6.022,0.058,-0.579,0.014,0.732,0.017,4.433,0.037,2.590,0.014,0.579,0.014,0.732,0.017,Very Coarse Silt,Very Poorly Sorted,Very Fined Skewed,Platykurtic,2.62,0.06,99.71,3.70,261.28,1.33,58.6,1.1,41.4,1.1,0.0,0.8,10.8,31.2,15.8,6.0,5.1,7.0,8.7,7.2,7.3,,,,,,,
16CCT03-GB240M,17-18,Muddy Sand,N=8,48.28,1.16,6.070,0.016,-0.618,0.009,0.759,0.021,4.373,0.035,2.602,0.004,0.618,0.009,0.759,0.021,Very Coarse Silt,Very Poorly Sorted,Very Fined Skewed,Platykurtic,2.55,0.02,110.05,3.17,264.36,2.88,61.2,0.9,38.8,0.9,0.0,0.7,11.5,33.4,15.6,5.9,4.7,6.0,7.8,7.0,7.5,,,,,,,
16CCT03-GB240M,18-19,Muddy Sand,N=8,48.15,1.29,6.134,0.020,-0.616,0.013,0.751,0.026,4.377,0.038,2.617,0.005,0.616,0.013,0.751,0.026,Very Coarse Silt,Very Poorly Sorted,Very Fined Skewed,Platykurtic,2.52,0.02,110.28,4.15,267.08,2.61,61.0,1.3,39.0,1.3,0.0,0.8,11.8,33.2,15.2,5.7,4.7,6.0,7.9,7.1,7.6,,,,,,,
16CCT03-GB240M,19-20,Muddy Sand,N=8,49.97,1.19,6.174,0.021,-0.615,0.011,0.760,0.026,4.323,0.034,2.626,0.005,0.615,0.011,0.760,0.026,Very Coarse Silt,Very Poorly Sorted,Very Fined Skewed,Platykurtic,2.59,0.02,114.72,3.57,278.99,2.94,61.6,1.1,38.4,1.1,0.0,1.2,13.0,33.0,14.4,5.5,4.7,6.1,7.8,6.9,7.4,,,,,,,
16CCT03-GB240M,20-21,Muddy Sand,N=8,49.29,2.74,5.945,0.033,-0.596,0.025,0.765,0.043,4.345,0.080,2.572,0.008,0.596,0.025,0.765,0.043,Very Coarse Silt,Very Poorly Sorted,Very Fined Skewed,Platykurtic,2.76,0.06,107.41,8.16,267.29,5.74,60.2,2.4,39.8,2.4,0.0,1.1,11.4,32.7,15.0,5.8,5.3,7.0,8.2,6.6,7.0,,,,,,,
16CCT03-GB240M,21-22,Muddy Sand,N=8,42.36,5.47,6.279,0.185,-0.564,0.033,0.720,0.036,4.573,0.187,2.650,0.043,0.564,0.033,0.720,0.036,Very Coarse Silt,Very Poorly Sorted,Very Fined Skewed,Platykurtic,2.26,0.30,91.71,14.18,251.69,16.00,56.4,3.2,43.6,3.2,0.0,0.8,9.5,30.8,15.3,6.6,5.6,6.6,8.3,7.8,8.7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
